STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,TMAX,TMIN
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/10/2018,6.04,100,65
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/11/2018,7.61,100,67
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/12/2018,15.43,83,62
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/13/2018,5.59,85,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/14/2018,5.82,89,58
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/15/2018,5.14,91,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/16/2018,6.71,85,60
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/17/2018,6.26,78,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/18/2018,10.07,85,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/19/2018,8.95,76,56
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/20/2018,6.49,90,53
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/21/2018,4.7,96,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/22/2018,5.82,101,66
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/23/2018,6.93,99,67
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/24/2018,5.14,100,67
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/25/2018,7.83,101,66
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/26/2018,10.07,99,67
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/27/2018,8.5,96,65
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/28/2018,8.05,94,62
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/29/2018,9.17,86,62
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/30/2018,13.65,80,63
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/1/2018,14.09,74,60
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/2/2018,11.18,74,58
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/3/2018,3.58,90,57
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/4/2018,5.14,98,68
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/5/2018,5.14,103,73
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/6/2018,8.5,107,70
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/7/2018,7.38,104,74
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/8/2018,6.49,108,69
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/9/2018,4.92,106,72
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/10/2018,7.83,104,73
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/11/2018,14.09,84,66
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/12/2018,17.67,82,64
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/13/2018,12.97,84,63
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/14/2018,9.84,91,61
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/15/2018,9.62,94,64
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/16/2018,11.41,99,64
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/17/2018,10.51,92,63
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/18/2018,10.96,92,62
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/19/2018,9.62,94,65
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/20/2018,8.28,94,65
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/21/2018,17,86,69
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/22/2018,11.18,87,63
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/23/2018,7.16,93,65
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/24/2018,10.51,92,67
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/25/2018,12.75,90,66
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/26/2018,13.42,84,62
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/27/2018,11.41,97,64
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/28/2018,6.49,104,67
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/29/2018,6.93,107,75
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/30/2018,9.62,98,71
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,5/31/2018,10.29,96,68
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/1/2018,7.61,101,66
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/2/2018,5.37,109,69
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/3/2018,5.37,113,74
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/4/2018,7.16,109,77
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/5/2018,8.05,105,75
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/6/2018,9.4,102,71
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/7/2018,7.61,102,70
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/8/2018,6.93,105,70
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/9/2018,8.05,107,72
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/10/2018,9.17,103,74
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/11/2018,4.7,107,75
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/12/2018,5.59,107,77
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/13/2018,9.62,112,78
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/14/2018,8.28,112,76
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/15/2018,8.05,99,82
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/16/2018,11.41,96,72
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/17/2018,12.08,93,65
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/18/2018,10.29,97,64
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/19/2018,4.92,108,70
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/20/2018,5.82,109,76
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/21/2018,3.8,109,76
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/22/2018,7.61,116,78
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/23/2018,6.93,106,80
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/24/2018,6.49,108,74
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/25/2018,7.61,111,76
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/26/2018,6.93,112,78
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/27/2018,6.71,111,76
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/28/2018,7.38,110,76
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/29/2018,10.07,102,73
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,6/30/2018,7.61,105,74
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/1/2018,7.61,107,75
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/2/2018,8.72,107,76
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/3/2018,8.5,104,76
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/4/2018,5.37,107,76
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/5/2018,4.7,116,76
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/6/2018,7.38,119,86
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/7/2018,9.17,116,95
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/8/2018,6.93,114,90
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/9/2018,7.38,99,85
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/10/2018,2.68,101,84
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/11/2018,6.71,105,79
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/12/2018,6.49,103,82
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/13/2018,6.26,109,84
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/14/2018,7.38,115,87
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/15/2018,6.26,109,88
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/16/2018,5.82,113,86
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/17/2018,6.26,107,87
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/18/2018,8.5,101,84
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/19/2018,8.28,105,87
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/20/2018,9.17,109,86
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/21/2018,6.93,103,84
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/22/2018,6.93,115,83
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/23/2018,5.82,119,87
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/24/2018,5.59,121,90
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/25/2018,2.91,116,91
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/26/2018,3.58,114,89
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/27/2018,4.92,115,86
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/28/2018,7.83,108,87
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/29/2018,6.04,104,88
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/30/2018,7.16,114,89
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,7/31/2018,8.5,110,92
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,8/1/2018,6.04,113,88
